id,title,overview,genres,keywords,cast,director,vote_average,vote_count,popularity,decade,language,collection,poster_url
1698,Anatomy,"Medical student Paula Henning wins a place at an exclusive Heidelberg medical school. When the body of a young man she met on the train turns up on her dissection table, she begins to investigate the mysterious circumstances surrounding his death, and uncovers a gruesome conspiracy perpetrated by an Antihippocratic secret society operating within the school.","['Horror', 'Thriller']","['butterfly', 'dissection', 'scalpel', 'medical school']","['Franka Potente', 'Benno Fürmann', 'Anna Loos', 'Oliver Wnuk', 'Sebastian Blomberg']",Stefan Ruzowitzky,6.1,61.0,5.566781,decade_2000s,lang_de,Anatomy Collection,https://image.tmdb.org/t/p/w500/xVvMgM0WTARC5RMj7JjqtVZh22f.jpg
10480,Nurse Betty,"What happens when a person decides that life is merely a state of mind? If you're Betty, a small-town waitress and soap opera fan from Fair Oaks, Kansas, you refuse to believe that you can't be with the love of your life just because he doesn't really exist. After all, life is no excuse for not living. Traumatized by a savage event, Betty enters into a fugue state that allows -- even encourages -- her to keep functioning... in a kind of alternate reality.","['Comedy', 'Crime', 'Thriller']","['independent film', 'native american', 'violence', 'soap opera', 'used car dealer', 'nurse uniform', 'female bartender', 'tv production', 'heart specialist', 'formosa cafe hollywood', 'tv writer', 'murderer duo']","['Renée Zellweger', 'Morgan Freeman', 'Chris Rock', 'Greg Kinnear', 'Aaron Eckhart']",Neil LaBute,5.9,113.0,6.335925,decade_2000s,lang_en,,https://image.tmdb.org/t/p/w500/k14gKsl0WzD4R3vS7xeeWRePirJ.jpg
10685,The Watcher,"FBI agent Joel Campbell, burnt-out and shell-shocked after years spent chasing serial killers, flees L.A. to begin a new life for himself in Chicago. But five months later, Joel's best laid plans are abruptly cut short when his new hometown becomes the setting for some particularly gruesome murders--murders that could only have been committed by one man: David Allen Griffin. One of Joel's most elusive and cunning nemeses, Griffin has followed his former pursuer to Chicago in order to play a sadistic game of cat and mouse. Taunting Joel with photographs of his intended victims and leaving his crime scenes meticulously free of clues in order to keep the police at bay, Griffin derives as much pleasure out of watching Joel react to every movement as watching his victims die. But when Griffin moves into Joel's inner circle, Joel must quickly find some way to stop him before someone close to him becomes the next one to die.","['Mystery', 'Thriller']","['chicago', 'fbi', 'menace', 'covered investigation', 'state of emergency', 'investigation', 'suspense', 'serial killer', 'little girl', 'psychiatrist', 'fbi agent', 'psychotherapy']","['James Spader', 'Keanu Reeves', 'Marisa Tomei', 'Ernie Hudson', 'Chris Ellis']",Joe Charbanic,5.0,112.0,6.173059,decade_2000s,lang_en,,https://image.tmdb.org/t/p/w500/jesZYsaqtqEaaekAVlyAxpZGDqZ.jpg
1619,The Way of the Gun,"Parker and Longbaugh are a pair of low-level petty criminals, living off the grid and funding their existence through unconventional and often illegal means. Wanting to move past petty crime, they vow to get the proverbial ""big score.","['Action', 'Crime', 'Drama', 'Thriller']","['gunslinger', 'mexico', 'hotel', 'ransom', 'mexican standoff', 'kidnapping', 'sperm bank', 'from rags to riches', 'surrogate mother', 'money', 'gunfight', 'drifter', 'gangster', 'criminal', 'desert', 'millionaire', 'neo-western']","['Benicio del Toro', 'Ryan Phillippe', 'Juliette Lewis', 'James Caan', 'Taye Diggs']",Christopher McQuarrie,6.4,106.0,6.03633,decade_2000s,lang_en,,https://image.tmdb.org/t/p/w500/zLMZxrVeepvtAbL3iUGexAtznmT.jpg
786,Almost Famous,"Almost Famous is an autobiographical inspired film about a 15-year-old who is hired by Rolling Stone magazine to follow and interview a rock band during their tour. A film about growing up, first love, disappointment, and the life of a rock star.","['Drama', 'Music']","['hotel room', 'san diego', 'drug addiction', 'stewardess', 'overdose', 'groupie', 'music journalist', 'rock', 'heavy metal', 'concert', 'swimming pool', 'based on true story', 'promiscuity', 'coming of age', 'on the road', 'domineering mother', 'reconciliation', 'semi autobiographical', 'innocence lost', 'bus trip', 'aspiring writer']","['Kate Hudson', 'Billy Crudup', 'Frances McDormand', 'Jason Lee', 'Patrick Fugit']",Cameron Crowe,7.4,807.0,9.086699,decade_2000s,lang_en,,https://image.tmdb.org/t/p/w500/9pNo92j6zSEAUB8pNmcJTkpnkBF.jpg
46119,Crime + Punishment in Suburbia,"This is a contemporary fable loosely based on Fyodor Dostoyevsky's ""Crime and Punishment"". Roseanne is outwardly a perfect and popular teen. However, her image is hiding the abuse at her stepfather's hands, and she decides to take revenge. The events that follow are a mix of dark humor and an exploration of modern morality as Roseanne faces not only a fellow suburbanite who knows, but her own conscience as well.",['Drama'],"['rape', 'falsely accused', 'obsession', 'murder', 'independent film', 'trial', 'guilt', 'incest']","['Monica Keena', 'Ellen Barkin', 'Michael Ironside', 'Vincent Kartheiser', 'James DeBello']",Robert Schmidt,6.1,14.0,5.062928,decade_2000s,lang_en,,https://image.tmdb.org/t/p/w500/eJ71YFS6FkwNmz4yGZE7zpHLfHo.jpg
18074,Duets,"Duets is a road-trip comedy which revolves around the little known world of karaoke and the whimsical characters who inhabit it. All roads lead to Omaha, site of a national karaoke competition where this motley group of singers and stars come together for a blow-out sing-off.","['Comedy', 'Drama', 'Music']",['musical'],"['Gwyneth Paltrow', 'Scott Speedman', 'Maria Bello', 'Paul Giamatti', 'Andre Braugher']",Bruce Paltrow,5.5,34.0,3.587042,decade_2000s,lang_en,,https://image.tmdb.org/t/p/w500/mWQwMVXLzEjKeFIjvkpqNAM7UF7.jpg
170767,Goya in Bordeaux,"Francisco Goya (1746-1828), deaf and ill, lives the last years of his life in voluntary exile in Bordeaux, a Liberal protesting the oppressive rule of Ferdinand VII. He's living with his much younger wife Leocadia and their daughter Rosario. He continues to paint at night, and in flashbacks stirred by conversations with his daughter, by awful headaches, and by the befuddlement of age, he relives key times in his life.","['Drama', 'War']","['spain', 'sex', 'nudity', 'miracle', 'artist', 'passion', 'exile', 'biography', 'army', 'bordeaux', 'art', 'aristocrat', 'duchess', 'flashback', 'tyranny']","['Francisco Rabal', 'José Coronado', 'Dafne Fernández', 'Maribel Verdú', 'Eulalia Ramón']",Carlos Saura,5.5,8.0,1.300405,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/7qtsv8N5gwD59ubY1nRjNNWjaDn.jpg
77332,Urbania,"Charlie takes an odyssey through grief during a fall weekend in New York City. His encounters are planned and chance: with a homeless man who sleeps by his building, with a friend who's dying, with the couple who lives (and noisily loves) in the flat above him, with a bartender and a one-night-stand he follows home, and with a tattooed stranger whom he seeks out and befriends. Along the way, Charlie inhabits a city full of moments of violence and of stories and legends: a kidney thief, a microwaved poodle, a rat in a hot dog bun, a baby left on a car top, a tourist's toothbrush, needles in public-phone change slots. Charlie lives and tells his own stories. What caused his melancholy?","['Romance', 'Drama']",[],"['Dan Futterman', 'Matt Keeslar', 'Samuel Ball', 'Lothaire Bluteau', 'Alan Cumming']",Jon Matthews,5.2,10.0,0.445233,decade_2000s,lang_en,,https://image.tmdb.org/t/p/w500/qL2vKjQKgTzGUGXcsyBftUiwpLw.jpg
29015,The Specials,"America's 7th Best Superhero Team, the Specials, are a group of geeks and oddballs. We get to see one day in their lives as fan and new member Nightbird joins the group, just in time for the group to get a new line of action figures. But the members' extreme personalities and personal issues threaten to rip the group apart.","['Action', 'Comedy']",['superhero'],"['Jordan Ladd', 'Rob Lowe', 'Jamie Kennedy', 'Thomas Haden Church', 'James Gunn']",Craig Mazin,5.5,11.0,5.46027,decade_2000s,lang_en,,https://image.tmdb.org/t/p/w500/yW4T1Acjo5y9zai2Rq3slZKTEki.jpg
10562,Under Suspicion,"A lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder. ""This will only take ten minutes"", they say, but it turns out to be one loose end after another, and the ten minutes he is away from his speech become longer and longer.","['Mystery', 'Thriller']","['rape', 'suspicion of murder', 'jogging', 'sexual murder', 'suspense', 'serial killer', 'lawyer', 'murder hunt']","['Gene Hackman', 'Morgan Freeman', 'Thomas Jane', 'Monica Bellucci', 'Nydia Caro']",Stephen Hopkins,6.4,104.0,11.839267,decade_2000s,lang_en,,https://image.tmdb.org/t/p/w500/9TQUS5zpiBSMkSYIG3uAfLHTopH.jpg
12212,Urban Legends: Final Cut,"The making of a horror movie takes on a terrifying reality for students at the most prestigious film school in the country in 'Urban Legends: Final Cut', the suspenseful follow up to the smash hit 'Urban Legend'. At Alpine University, someone is determined to win the best film award at any cost - even if it means eliminating the competition. No one is safe and everyone is a suspect. 'Urban Legends: Final Cut' is an edge-of-your-seat thriller that will keep you guessing until the shocking climax.",['Horror'],"['film making', 'high school', 'sequel', 'serial killer', 'slasher', 'aftercreditsstinger']","['Jennifer Morrison', 'Matthew Davis', 'Loretta Devine', 'Hart Bochner', 'Anthony Anderson']",John Ottman,4.4,102.0,12.243528,decade_2000s,lang_en,Urban Legend,https://image.tmdb.org/t/p/w500/4WZPn7zUf8rNSPSbDMvNGK3ebCy.jpg
14629,Woman on Top,"Set to the intoxicating rhythms of Brazil, ""Woman on Top"" is a spicy, sexy comedy about the magic of food, love and music. Meet Isabella, a sultry enchantress born with the special gift of melting the palates and hearts of men everywhere. When she decides to break free from her rocky marriage and the stifling kitchen of her husband's restaurant in Brazil, she spirits off to San Francisco in pursuit of her dreams of a real culinary career.","['Comedy', 'Drama', 'Romance']",['woman director'],"['Penélope Cruz', 'Murilo Benício', 'Mark Feuerstein', 'John de Lancie', 'Anne Ramsay']",Fina Torres,5.5,48.0,2.935127,decade_2000s,lang_en,,https://image.tmdb.org/t/p/w500/zzqnMAjkcC9O9gemN2Akz7L0zra.jpg
16,Dancer in the Dark,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.","['Drama', 'Crime', 'Music']","['individual', 'dancing', 'usa', 'robbery', 'factory worker', 'secret', 'factory', 'small town', 'dance', 'blindness and impaired vision', 'death penalty', 'immigrant', 'eye operation', 'eyesight', 'fantasy', 'naivety', 'self-abandonment', 'hereditary disease', 'loss of eyesight', 'czech', 'dying and death', 'van', 'friendship', 'murder', 'teacher', 'debt', 'execution', 'crime', 'police officer']","['Björk', 'Catherine Deneuve', 'David Morse', 'Peter Stormare', 'Joel Grey']",Lars von Trier,7.7,392.0,10.684806,decade_2000s,lang_en,Heart of Gold Collection,https://image.tmdb.org/t/p/w500/7xizDTz4Yj4IYm2ud4f6EfEXe5H.jpg
13785,Best in Show,"The tension is palpable, the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across America prepare to take part in what is undoubtedly one of the greatest events of their lives -- the Mayflower Dog Show. The canine contestants and their owners are as wondrously diverse as the great country that has bred them.",['Comedy'],"['illinois', 'pet shop', 'poodle', 'independent film', 'mockumentary', 'terrier', 'kimono']","['Jay Brazeau', 'Parker Posey', 'Michael Hitchcock', ""Catherine O'Hara"", 'Eugene Levy']",Christopher Guest,6.7,168.0,6.256848,decade_2000s,lang_en,,https://image.tmdb.org/t/p/w500/rDoVUVT5CGkraBjEukfBTHsxBN9.jpg
15752,Barenaked in America,"A rockumentary about the Canadian rock band Barenaked Ladies's life, in a nutshell.  It follows the band on its Stunt Tour.",['Documentary'],[],"['Steven Page', 'Tyler Stewart', 'Jim Creeggan', 'Kevin Hearn', 'Chris Brown']",Jason Priestley,1.0,1.0,0.092135,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/2JIeGp6VnqnU1IdJYRtKKLZ1acy.jpg
22597,The Broken Hearts Club: A Romantic Comedy,"A group of friends search for fun, love and ultimately themselves in West Hollywood. This movie is an entertaining, and sometimes cynical look into the lives of six gay men trying to come to terms with what being gay and single (or gay and partnered) means to them.","['Comedy', 'Drama', 'Romance']","['gay', 'roommate', 'male friendship', 'in vitro fertilisation', 'romantic comedy', 'lesbian relationship', 'gay relationship', 'gay interest']","['Ben Weber', 'Timothy Olyphant', 'Matt McGrath', 'Zach Braff', 'Dean Cain']",Greg Berlanti,6.3,26.0,1.795849,decade_2000s,lang_en,,https://image.tmdb.org/t/p/w500/jCZlHSsgQHwfeHn1Es4uXCJ7NOX.jpg
19348,Girlfight,"Diana Guzman begins to train as a boxer and achieves impressive success, blazing new trails for female boxers, all while keeping it a secret from her father.",['Drama'],"['sport', 'woman director']","['Michelle Rodriguez', 'Jaime Tirelli', 'Paul Calderon', 'Santiago Douglas', 'Ray Santiago']",Karyn Kusama,6.4,57.0,4.152211,decade_2000s,lang_en,,https://image.tmdb.org/t/p/w500/h9w0s4M7UAT6yMFv1Qw0Gp5qx9C.jpg
10637,Remember the Titans,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into true champions.",['Drama'],"['ku klux klan', 'american football', 'trainer', 'sports team', 'race politics', 'coaction', 'apartheid', 'sport', 'high school', 'racial segregation', 'racist', 'based on true story', 'american football player', 'xenophobia', 'head coach']","['Denzel Washington', 'Will Patton', 'Ryan Hurst', 'Wood Harris', 'Hayden Panettiere']",Boaz Yakin,7.4,835.0,6.587726,decade_2000s,lang_en,,https://image.tmdb.org/t/p/w500/iI12IRzif2VjTkQJRDQw3WyWKdS.jpg
9003,Hellraiser,"Larry and his wife, Julia move into an old house and discover a hideous creature - the man's half-brother, who is also the woman's former lover - hiding upstairs. Having lost his earthly body to a trio of S&amp;M demons, the Cenobites, Frank, is brought back into existence by a drop of blood on the floor. He soon forces his former mistress to bring him his necessary human sacrifices to complete his body... but the Cenobites won't be happy about this.",['Horror'],"['underworld', 'seduction', 'supernatural', 'pinhead', 'revenge', 'undead', 'demon', 'puzzle box', 'attic', 'cenobites', 'body horror']","['Andrew Robinson', 'Clare Higgins', 'Ashley Laurence', 'Sean Chapman', 'Oliver Smith']",Clive Barker,6.9,464.0,10.81305,decade_1980s,lang_en,Hellraiser Collection,https://image.tmdb.org/t/p/w500/4nfAhOTlfZUHNorHJXEib7GYFpp.jpg
9064,Hellbound: Hellraiser II,"Doctor Channard is sent a new patient, a girl warning of the terrible creatures that have destroyed her family, Cenobites who offer the most intense sensations of pleasure and pain. But Channard has been searching for the doorway to Hell for years, and Kirsty must follow him to save her father and witness the power struggles among the newly damned.","['Horror', 'Thriller']","['seduction', 'pain', 'hell', 'pinhead', 'sequel', 'betrayal', 'mad doctor', 'blood', 'sexual imagery', 'torture', 'demon', 'skin', 'puzzle box', 'labyrinth', 'mattress', 'british soldier', 'ring of fire', 'self mutilation', 'cenobites', 'mental hospital']","['Clare Higgins', 'Ashley Laurence', 'Kenneth Cranham', 'Imogen Boorman', 'William Hope']",Tony Randel,6.3,227.0,8.541732,decade_1980s,lang_en,Hellraiser Collection,https://image.tmdb.org/t/p/w500/pa0NxJBrekjf85QPV4JvwmlnY3h.jpg
11569,Hellraiser III: Hell on Earth,"Pinhead is trapped in a sculpture and fortunately for him the sculpture is bought by a young playboy who owns his own night club. Pinhead busies himself escaping by getting the playboy to lure victims to his presence so he can use their blood. Once free, he seeks to destroy the puzzle cube so he need never return to Hell, but a female reporter is investigating the grisly murders and stands in his way.","['Horror', 'Thriller', 'War']","['nightclub', 'game of dice', 'scuplture', 'pinhead', 'cenobyten', 'reporter', 'puzzle box', 'evil', 'cenobites']","['Kevin Bernhardt', 'Terry Farrell', 'Ken Carpenter', 'Doug Bradley', 'Paula Marshall']",Anthony Hickox,5.3,160.0,6.546551,decade_1990s,lang_en,Hellraiser Collection,https://image.tmdb.org/t/p/w500/hTzWX5HYcKpg5DdQIDoFy39yMAm.jpg
10434,"Faraway, So Close!","The film opens with the angel Cassiel (Otto Sander) standing on the statue of the Angel of Victory overlooking post-Cold War Berlin. Growing ever more despondent over his fate as a mere observer of human life, rather than a vital part of it, Cassiel dreams of ""crossing over"" to the human world.And he does, as Karl Engel, a man who perhaps knows too much, perhaps like in many of Hitchcock's films, some harmless citizen who gets involved in an affair to which he is not up to. In fact, there is no one as kind and harmless as this newborn citizen of the Earth.We will follow Cassiels's adventures into a ""thriller."" This story which gets mangled with his own life is about weapons, more precisely about a weapon deal where the weapons - or INSTRUMENTS of violence -- are traded for IMAGES of violence.(Text from Wim Wenders site)","['Drama', 'Fantasy', 'Science Fiction']","['berlin', 'angel', 'urban life', 'friends', 'rescue']","['Otto Sander', 'Bruno Ganz', 'Nastassja Kinski', 'Peter Falk', 'Solveig Dommartin']",Wim Wenders,6.4,33.0,2.958988,decade_1990s,lang_de,,https://image.tmdb.org/t/p/w500/bfxTRQ06pko9GxkDZIL171NaMGB.jpg
26484,Beach Party,"Anthropology Professor Robert Orwell Sutwell and his secretary Marianne are studying the sex habits of teenagers. The surfing teens led by Frankie and Dee Dee don't have much sex but they sing, battle the motorcycle rats and mice led by Eric Von Zipper and dance to Dick Dale and the Del Tones.","['Comedy', 'Music']","['beach', 'surfer', 'madcap comedy', 'anthropologist', 'beach movie']","['Robert Cummings', 'Dorothy Malone', 'Frankie Avalon', 'Annette Funicello', 'Harvey Lembeck']",William Asher,6.8,14.0,0.816475,decade_1960s,lang_en,Beach Party Collection,https://image.tmdb.org/t/p/w500/lt8F6VkGzmfwFDintWSf98bkPzH.jpg
39113,Bikini Beach,"A millionaire sets out to prove his theory that his pet chimpanzee is as intelligent as the teenagers who hang out on the local beach, where he is intending to build a retirement home.","['Comedy', 'Music', 'Romance']","['holiday', 'pop star', 'party', 'surf', 'b movie', 'teenager', 'beach movie']","['Frankie Avalon', 'Annette Funicello', 'Timothy Carey', 'Martha Hyer', 'Don Rickles']",William Asher,6.7,10.0,0.706082,decade_1960s,lang_en,Beach Party Collection,https://image.tmdb.org/t/p/w500/ntBYSb9O1TWWOwv2Mh3aux9ouJH.jpg
38126,Return of the Fly,"Fifteen years after his father's experiments with matter transmission fail, Philippe Delambre and his uncle François attempt to create a matter transmission device on their own. However, their experiments have disastrous results, turning Philippe into a horrible half-man, half-fly creature.","['Drama', 'Horror', 'Science Fiction']","['experiment', 'fly the insect']","['Vincent Price', 'Brett Halsey', 'John Sutton', 'David Frankham', 'Dan Seymour']",Edward Bernds,5.7,33.0,4.804353,decade_1950s,lang_de,The Fly (1958 series),https://image.tmdb.org/t/p/w500/kydIs26KGNsPtvj5QQ9hrsSklj8.jpg
53617,Pajama Party,A Martian teenager sent to prepare for an invasion falls in love with an Earth girl.,"['Comedy', 'Romance']",['musical'],"['Tommy Kirk', 'Annette Funicello', 'Elsa Lanchester', 'Harvey Lembeck', 'Jesse White']",Don Weis,6.3,7.0,0.297137,decade_1960s,lang_en,Beach Party Collection,https://image.tmdb.org/t/p/w500/7aJ7Tjud1dKMptOe8XYpw4eiomv.jpg
469,Stranger Than Paradise,"Rootless Hungarian émigré Willie, his pal Eddie, and visiting sixteen-year-old cousin Eva always manage to make the least of any situation, whether aimlessly traversing the drab interiors and environs of New York City, Cleveland, or an anonymous Florida suburb.","['Comedy', 'Drama']","['new york', 'bet', 'horse race', 'florida', 'hungary', 'card game', 'american dream', 'immigrant', 'cleveland', 'friendship', 'independent film']","['John Lurie', 'Eszter Balint', 'Richard Edson', 'Cecillia Stark', 'Danny Rosen']",Jim Jarmusch,7.4,112.0,11.33706,decade_1980s,lang_en,,https://image.tmdb.org/t/p/w500/Ett7TAy9y5R0p08REDgErVmLPf.jpg
2160,Voyage to the Bottom of the Sea,The crew of an atomic submarine battle to save the world from global destruction.,"['Adventure', 'Drama', 'Science Fiction']","['mutiny', 'climate change', 'iceberg', 'nuclear missile', 'heat', 'race against time', 'torpedo', 'physicist', 'betrayal', 'laboratory', 'armageddon', 'electrocution', 'explosion', 'united nations', 'sabotage', 'diver', 'religious fanatic', 'brawl', 'moral dilemma', 'desertion', 'mini submarine', 'abandoned ship', 'giant  squid', 'disobeying orders', 'minefield', 'nuclear submarine', 'meteor shower', 'sky on fire', 'van allen radiation belt']","['Walter Pidgeon', 'Joan Fontaine', 'Barbara Eden', 'Peter Lorre', 'Robert Sterling']",Irwin Allen,5.4,35.0,3.013584,decade_1960s,lang_en,,https://image.tmdb.org/t/p/w500/1eYTrkhZ8JRBBpepmvUUQeajhXO.jpg
2161,Fantastic Voyage,"The science of miniaturization has been unlocked, and the army has big plans. But when a scientist carrying the secret of the process is injured in a surprise attack, a life-threatening blood clot puts him into a coma. Now, a team of adventurers will have to use the technology to travel inside his body and destroy the clot.","['Adventure', 'Science Fiction']","['submarine', 'coma', 'claustrophobia', 'wound', 'laser', 'double agent', 'human body', 'shrinking', 'radioactive', 'miniaturization', 'doctor', 'scientist', 'sabotage', 'security', 'military', 'hypodermic needle', 'brain surgery', 'turbulence', 'scuba diver', 'blood clot in brain', 'microscopic']","['Stephen Boyd', 'Raquel Welch', ""Edmond O'Brien"", 'Donald Pleasence', ""Arthur O'Connell""]",Richard Fleischer,6.7,108.0,12.53841,decade_1960s,lang_en,,https://image.tmdb.org/t/p/w500/hZRYghurxiVXzkSe0JLtfIaOwM0.jpg
3073,Abbott and Costello Meet Frankenstein,"Two hapless frieght handlers find themselves encountering Dracula, the Frankenstein Monster and the Wolf Man.","['Comedy', 'Horror']","['dracula', 'frankenstein', 'horror spoof']","['Bud Abbott', 'Lou Costello', 'Lon Chaney Jr.', 'Bela Lugosi', 'Glenn Strange']",Charles Barton,7.4,80.0,4.372409,decade_1940s,lang_en,,https://image.tmdb.org/t/p/w500/uzcttdCiNfbqvDZmOfdPWNhACHZ.jpg
911,The Bank Dick,"Egbert Sousé becomes an unexpected hero when a bank robber falls over a bench he's occupying. Now considered brave, Egbert is given a job as a bank guard. Soon, he is approached by charlatan J. Frothingham Waterbury about buying shares in a mining company. Egbert persuades teller Og Oggilby to lend him bank money, to be returned when the scheme pays off. Unfortunately, bank inspector Snoopington then makes a surprise appearance.",['Comedy'],"['usa', 'california', 'daughter', 'bank robbery', 'car chase', 'alcoholic', 'security guard', 'bank heist']","['W.C. Fields', 'Cora Witherspoon', 'Una Merkel', 'Evelyn Del Rio', 'Jessie Ralph']",Edward F. Cline,6.8,28.0,1.423358,decade_1940s,lang_en,,https://image.tmdb.org/t/p/w500/dUKVnfOKeK68uNY2Iugc29bY2gN.jpg
10973,Creature from the Black Lagoon,"A scientific expedition searching for fossils along the Amazon River discover a prehistoric Gill-Man in the legendary Black Lagoon. The explorers capture the mysterious creature, but it breaks free. The Gill-Man returns to kidnap the lovely Kay, fiancée of one of the expedition, with whom it has fallen in love.","['Adventure', 'Horror', 'Science Fiction']","['monster', 'boat', 'paleontology', 'expedition', 'chase', 'ship', 'amazon', 'water monster', 'creature', 'scientist', 'sea monster', 'classic horror', 'lagoon', 'fossil', '3d', 'spear gun']","['Richard Carlson', 'Julie Adams', 'Richard Denning', 'Antonio Moreno', 'Nestor Paiva']",Jack Arnold,6.7,152.0,7.390658,decade_1950s,lang_en,Creature From The Black Lagoon (Universal Series),https://image.tmdb.org/t/p/w500/hQ3k0gAh2Hv2uqrMff0gqxZDJKy.jpg
10787,The Invisible Man,"Working in Dr. Cranley's laboratory, scientist Jack Griffin was always given the latitude to conduct somhe of his own experiments. His sudden departure, however, has Cranley's daughter Flora worried about him. Griffin has taken a room at the nearby Lion's Head Inn, hoping to reverse an experiment he conducted on himself that made him invisible. Unfortunately, the drug he used has also warped his mind, making him aggressive and dangerous. He's prepared to do whatever it takes to restore his appearance, and several will die in the process.","['Horror', 'Science Fiction']","['chemical', 'chemist', 'scientist', 'invisible man', 'invisibility']","['Claude Rains', 'Gloria Stuart', 'William Harrigan', 'Henry Travers', ""Una O'Connor""]",James Whale,7.3,151.0,5.192905,decade_1930s,lang_en,The Invisible Man (Universal Series),https://image.tmdb.org/t/p/w500/AsS9SAqsSeClPMkEovBdfSjRuKx.jpg
43109,The Killer Shrews,"Trapped on a remote island by a hurricane, a group discover a doctor has been experimenting on creating half sized humans. Unfortunately, his experiments have also created giant shrews, who when they have run out of small animals to eat, turn on the humans....","['Horror', 'Science Fiction']","['shrew', 'flesh eating', 'poverty row film']","['James Best', 'Ingrid Goude', 'Ken Curtis', 'Gordon McLendon', 'Baruch Lumet']",Ray Kellogg,4.3,18.0,1.230246,decade_1950s,lang_en,,https://image.tmdb.org/t/p/w500/gCUmIRMjG6uYTl5DyyAYi6czpOq.jpg
43230,Kronos,"Scientists investigate what appears to be a meteorite that crashes into the ocean. After a few days and nights of mysterious lights and noises, a giant machine comes out of the ocean. The machine is the creation of an alien race, that is trying to syphon energy from earth. A true classic, in that it is so different from anything in the time period. To this day, nothing else has come out like it.",['Science Fiction'],"['atomic bomb', 'flying saucer', 'mind control', 'giant robot', 'alien invasion', 'electricity', 'energy absorption']","['Jeff Morrow', 'Barbara Lawrence', 'John Emery', ""George O'Hanlon"", 'Morris Ankrum']",Kurt Neumann,5.8,8.0,0.935835,decade_1950s,lang_en,,https://image.tmdb.org/t/p/w500/2dUpeca1xftWZS27rWtgnQuiHe6.jpg
15855,Phantom of the Opera,"Pit violinist Claudin hopelessly loves rising operatic soprano Christine Dubois (as do baritone Anatole and police inspector Raoul) and secretly aids her career. But Claudin loses both his touch and his job, murders a rascally music publisher in a fit of madness, and has his face etched with acid. Soon, mysterious crimes plague the Paris Opera House, blamed on a legendary ""phantom"".","['Music', 'Horror', 'Romance']","['opera', 'remake', 'gothic horror', 'ghost']","['Nelson Eddy', 'Susanna Foster', 'Claude Rains', 'Edgar Barrier', 'Leo Carrillo']",Arthur Lubin,5.6,30.0,3.658396,decade_1940s,lang_en,,https://image.tmdb.org/t/p/w500/arz5AihC0yDYPGKzWxdb21paIdM.jpg
9507,Runaway,"In the near future, a police officer specializes in malfunctioning robots. When a robot turns out to have been programmed to kill, he begins to uncover a homicidal plot to create killer robots... and his son becomes a target.","['Thriller', 'Crime', 'Science Fiction']","['technology', 'future', 'chase', 'revenge', 'murder', 'conspiracy', 'robot', 'explosion', 'violence']","['Tom Selleck', 'Cynthia Rhodes', 'Gene Simmons', 'Kirstie Alley', 'Stan Shaw']",Michael Crichton,5.0,42.0,2.537509,decade_1980s,lang_en,,https://image.tmdb.org/t/p/w500/PqQCNaw2FfOgDQGruvBwjAx5wD.jpg
27475,The Slumber Party Massacre,"An 18-year-old high school girl is left at home by her parents and decides to have a slumber party. Meanwhile, a mass murderer with a propensity for power tools has escaped from prison, and eventually makes his way to the party where the guests begin dropping off one by one.","['Comedy', 'Horror']","['female nudity', 'sleepover', 'cannabis', 'neighbor', 'serial killer', 'slumber party', 'slasher', 'drill', 'woman director', 'murder spree', 'gym showers']","['Michelle Michaels', 'Robin Stille', 'Michael Villella', 'Debra Deliso', 'Andree Honore']",Amy Holden Jones,5.7,61.0,6.133484,decade_1980s,lang_en,The Slumber Party Massacre Collection,https://image.tmdb.org/t/p/w500/GhezpGRfFKpQHLJfOpKM2IAEoz.jpg
27764,Slumber Party Massacre II,"Courtney, the sister of a survivor from the 1st movie and the members of her rock band go to a condo for the weekend to play music and have fun with their boyfriends. Courtney's dreams are of her sister, who is in a mental institution, warning her of having sex, and the dreams begin to spill into real life, threatening Courtney and her friends as they begin experiencing an attrition problem.","['Horror', 'Comedy']",['woman director'],"['Jennifer Rhodes', 'Kimberly McArthur', 'Patrick Lowe', 'Juliette Cummins', 'Heidi Kozak']",Deborah Brock,5.0,30.0,1.718146,decade_1980s,lang_en,The Slumber Party Massacre Collection,https://image.tmdb.org/t/p/w500/9kbVSIPP6060q950s1y2cjW4SP8.jpg
